epoch,train_loss,train_acc,test_loss,test_acc,lr,epoch_time
1,1.651556840019226,0.37232,1.4501985343933106,0.4481,0.0009999901402976406,34.63949227333069
2,1.213290308074951,0.5568,1.11847014503479,0.5957,0.0009999605615798064,33.625945806503296
3,0.9786837169647217,0.65004,0.9733589353561402,0.6566,0.0009999112650142142,33.781842947006226
4,0.8264321713638305,0.70712,0.8192372068405152,0.72,0.0009998422525470084,34.11154890060425
5,0.7028595920276642,0.75406,0.8651890785217285,0.7114,0.000999753526902683,52.50247836112976
6,0.6232396023178101,0.78488,0.6509770108222961,0.7765,0.0009996450915839745,48.22064518928528
7,0.5471028776168824,0.81,0.6312041428565979,0.7895,0.0009995169508717236,49.42273950576782
8,0.49386605207443235,0.83084,0.6211220373153686,0.7876,0.000999369109824706,49.00374674797058
9,0.4416740318155289,0.84744,0.5433469466209412,0.8212,0.0009992015742794332,48.81450343132019
10,0.4020243817615509,0.86178,0.49666828269958496,0.8345,0.0009990143508499217,48.79377794265747
11,0.36922198493003844,0.87302,0.517235827255249,0.8293,0.000998807446927432,48.49738311767578
12,0.3404731240367889,0.88374,0.5005431729316712,0.8338,0.0009985808706801766,48.468753814697266
13,0.3106973285198212,0.89238,0.4564392533779144,0.8511,0.0009983346310529979,48.115036964416504
14,0.2883362429070473,0.90018,0.44419349584579465,0.8546,0.0009980687377670148,48.55095672607422
15,0.2634612330532074,0.9093,0.4950180730819702,0.841,0.0009977832013192385,48.15923261642456
16,0.23835564198970793,0.91764,0.42985491905212403,0.8615,0.0009974780329821595,48.32773041725159
17,0.2187466348695755,0.92424,0.4230608696937561,0.8637,0.0009971532448033009,48.28231239318848
18,0.2011033388888836,0.92866,0.41653097586631777,0.8706,0.000996808849604744,48.296852350234985
19,0.18542553130149841,0.93504,0.46287734050750734,0.8553,0.0009964448609826218,48.197282552719116
20,0.16789378334999083,0.94102,0.48300094499588014,0.8606,0.0009960612933065816,48.17174005508423
21,0.15528062003791332,0.94474,0.454742516040802,0.8672,0.0009956581617192185,48.3345947265625
22,0.13926570447206496,0.95186,0.5077964496612549,0.8601,0.000995235482135477,48.035972595214844
23,0.12914327698946,0.954,0.5284804601192474,0.8554,0.000994793271242024,48.726672887802124
24,0.11963529413104057,0.95754,0.4722359651565552,0.8711,0.0009943315464965878,49.41246795654297
25,0.10928073858618736,0.9619,0.4591254219055176,0.8679,0.0009938503261272711,48.00375270843506
26,0.10385438257038593,0.96478,0.4427407825946808,0.8798,0.0009933496291318299,48.15862727165222
27,0.09299574003815651,0.96688,0.47395070481300355,0.8716,0.0009928294752769243,48.17134761810303
28,0.09202970649302006,0.96882,0.4391141897201538,0.8811,0.0009922898850973378,48.07564854621887
29,0.08518032955646515,0.97016,0.5105369449615479,0.8708,0.0009917308798951668,48.2392361164093
30,0.0787913255265355,0.97182,0.5020902755975724,0.8709,0.0009911524817389798,48.21160817146301
31,0.07409984656378626,0.9741,0.5582351762294769,0.868,0.000990554713462945,48.00993084907532
32,0.0720663237977028,0.97476,0.5469660489082336,0.8675,0.000989937598665931,48.099616289138794
33,0.06991141643166542,0.97566,0.5608946708679199,0.8652,0.000989301161710573,48.136200189590454
34,0.0597926514595747,0.97956,0.5286205878257751,0.8797,0.0009886454277223124,48.12255811691284
35,0.06615427579373122,0.97676,0.5525613265037537,0.8706,0.000987970422588404,47.96763610839844
36,0.0606275116430223,0.97878,0.5144776230335235,0.8777,0.0009872761729568952,48.13623547554016
37,0.0557764079016447,0.98038,0.5428715592384339,0.8731,0.000986562706235572,48.177464723587036
